Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente,lat,lon
480274,RED DE SALUD MENTAL DE BIZKAIA (HOSPITAL DE ZAMUDIO),PAÍS VASCO,VIZCAYA,Zamudio,"ARTEAGA AUZOA, 45",48170,944006500.0,944006526.0,126.0,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,PSIQUIÁTRICO,,NO,SI,,
200245,HOSPITAL DE ZUMARRAGA,PAÍS VASCO,GUIPÚZCOA,Zumarraga,"BARRIO ARGIXAO, S/N",20700,943035000.0,943035063.0,128.0,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,SI,43.0835953,-2.3130193
20158,"CENTRO DE ATENCIÓN A LA SALUD MENTAL ""LA MILAGROSA""",CASTILLA-LA MANCHA,ALBACETE,Albacete,"TRAVESÍA DE LA IGUALDAD, S/N",2006,967192350.0,967248989.0,0.0,DIPUTACIÓN O CABILDO,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,PSIQUIÁTRICO,,NO,SI,,
20117,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DEL PERPETUO SOCORRO,CASTILLA-LA MANCHA,ALBACETE,Albacete,"SEMINARIO, 4",2006,967597799.0,967597711.0,0.0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI,,
20100,QUIRONSALUD HOSPITAL ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"PLAZA DEL MADROÑO, 11",2008,967247100.0,967245183.0,65.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,38.985388400000005,-1.8441820482187483
20061,CLÍNICA SANTA CRISTINA ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"PÉREZ GALDÓS, 7",2003,967223300.0,967507790.0,42.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
20030,HOSPITAL GENERAL UNIVERSITARIO DE ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"HERMANOS FALCÓ, 37",2006,967597100.0,967243952.0,0.0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI,38.98513215,-1.8464878862457752
20019,COMPLEJO HOSPITALARIO UNIVERSITARIO DE ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,"HERMANOS FALCÓ, 37",2006,967597100.0,967243952.0,705.0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,SI,,
30015,HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"AVENIDA PINTOR BAEZA, 12",3010,965933000.0,965245971.0,794.0,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI,38.3632372,-0.48591021612544627
30036,CLÍNICA VISTAHERMOSA GRUPO HLA,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"AVENIDA DENIA, 103",3015,965268000.0,965262405.0,106.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI,,
30041,VITHAS HOSPITAL PERPETUO INTERNACIONAL,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"PLAZA DOCTOR GÓMEZ ULLA, 15",3013,965201100.0,965144890.0,103.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
30226,"HOSPITAL INTERNACIONAL MEDIMAR, S.A.",COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"AVENIDA DENIA, 78",3016,965162200.0,965159038.0,66.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
30328,HOSPITAL IMED LEVANTE,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"CALLE DR SANTIAGO RAMÓN Y CAJAL, 7",3503,966878787.0,965861756.0,100.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,38.541087450000006,-0.10644662986050457
30232,HOSPITAL PSIQUIÁTRICO PENITENCIARIO DE FONTCALENT,COMUNIDAD VALENCIANA,ALICANTE,Alicante/Alacant,"COMPLEJO CENTRO PENITENCIARIO FONTCALENT, 1",3113,965102222.0,965101761.0,432.0,MINISTERIO DE INTERIOR,ADMINISTRACIÓN PENITENCIARIA,PSIQUIÁTRICO,,NO,NO,,
40031,HOSPITAL DE LA CRUZ ROJA,ANDALUCÍA,ALMERÍA,Almería,"CTRA. DE RONDA, KM. 196",4008,950017400.0,950017453.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO,36.843913,-2.452113724152164
40059,HOSPITAL VIRGEN DEL MAR,ANDALUCÍA,ALMERÍA,Almería,"CARRETERA DEL MAMÍ, KM.1",4009,950210100.0,950290625.0,76.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,40.4593232,-3.678695195268791
40097,HOSPITAL UNIVERSITARIO TORRECÁRDENAS,ANDALUCÍA,ALMERÍA,Almería,"PARAJE DE TORRECÁRDENAS, S/N",4009,950016114.0,950016120.0,763.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,36.862586750000006,-2.44116228068992
40127,HOSPITAL DE ALTA RESOLUCIÓN EL TOYO,ANDALUCÍA,ALMERÍA,Almería,CAMINO DE LA BOTICA S/N. RETAMAR,4131,950158015.0,950158020.0,44.0,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,GENERAL,,NO,NO,36.85068845,-2.312677824419808
40101,HOSPITAL MEDITERRÁNEO,ANDALUCÍA,ALMERÍA,Almería,"NUEVA MUSA, S/N",4007,950621063.0,950260894.0,89.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
50034,HOSPITAL PROVINCIAL DE ÁVILA,CASTILLA Y LEÓN,ÁVILA,Ávila,"JESÚS DEL GRAN PODER, 42",5003,920357200.0,920357203.0,0.0,COMUNIDAD AUTÓNOMA,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,NO,,
50049,CLÍNICA SANTA TERESA,CASTILLA Y LEÓN,ÁVILA,Ávila,"AV. SANTA CRUZ DE TENERIFE, 11",5005,920252525.0,920222342.0,33.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
50013,HOSPITAL NUESTRA SEÑORA DE SONSOLES,CASTILLA Y LEÓN,ÁVILA,Ávila,"AV. JUAN CARLOS I, S/N",5071,920358000.0,920358064.0,0.0,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI,40.6650137,-4.6660615
50061,COMPLEJO ASISTENCIAL DE AVILA,CASTILLA Y LEÓN,ÁVILA,Ávila,"AVDA. JUAN CARLOS I, S/N",5071,920358000.0,920358064.0,430.0,ENTIDADES PÚBLICAS,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI,,
60016,COMPLEJO HOSPITALARIO UNIVERSITARIO DE BADAJOZ,EXTREMADURA,BADAJOZ,Badajoz,"AVDA. DE ELVAS, S/N",6080,924218100.0,924218126.0,915.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,,
60021,HOSPITAL UNIVERSITARIO DE BADAJOZ,EXTREMADURA,BADAJOZ,Badajoz,"AVDA. DE ELVAS, S/N",6080,924218100.0,924218126.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,38.884472099999996,-7.001412677307712
60037,HOSPITAL MATERNO INFANTIL,EXTREMADURA,BADAJOZ,Badajoz,"LA VIOLETA, 1",6010,924215000.0,924215054.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,MATERNO-INFANTIL,,NO,SI,,
60172,HOSPITAL QUIRONSALUD CLIDEBA,EXTREMADURA,BADAJOZ,Badajoz,"ELADIO SALINERO DE LOS SANTOS, 6",6011,924229050.0,924257859.0,73.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
60286,CLÍNICA EXTREMEÑA DE SALUD,EXTREMADURA,BADAJOZ,Badajoz,FEDERICO MAYOR ZARAGOZA S/N,6006,924211818.0,924270888.0,20.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI,,
60220,HOSPITAL PERPETUO SOCORRO,EXTREMADURA,BADAJOZ,Badajoz,"AVDA. DAMIÁN TÉLLEZ LAFUENTE, S/N",6010,924215000.0,924215024.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,38.9896128,-1.8720842677027667
81347,HOSPITAL UNIVERSITARI VALL D'HEBRON,CATALUÑA,BARCELONA,Barcelona,"PS VALL D'HEBRON, 119-129",8035,934894524.0,934894401.0,1315.0,SEGURIDAD SOCIAL,INSTITUTO CATALÁN DE LA SALUD,GENERAL,,,SI,,
80431,HOSPITAL PLATÓ,CATALUÑA,BARCELONA,Barcelona,"CR PLATÓ, 21",8006,933069900.0,932005154.0,168.0,PRIVADO NO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO,41.4016023,2.1418871
80410,CENTRE MÈDIC SANT JORDI DE SANT ANDREU,CATALUÑA,BARCELONA,Barcelona,"PL ESTACIÓ, 12",8030,933451604.0,932740496.0,57.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
80403,CENTRE  MÈDIC  DELFOS,CATALUÑA,BARCELONA,Barcelona,"AV VALLCARCA ., 151",8023,932545000.0,934340675.0,264.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
80399,HOSPITAL QUIRÓNSALUD BARCELONA,CATALUÑA,BARCELONA,Barcelona,"PL ALFONS COMÍN, 5-7",8023,932850000.0,932107561.0,192.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.415843100000004,2.1384866665155404
80386,CLÍNICA TRES TORRES,CATALUÑA,BARCELONA,Barcelona,"CR DOCTOR ROUX, 76",8017,932041300.0,932806488.0,64.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.61752165,2.293622063337013
80370,CLÍNICA CORACHAN,CATALUÑA,BARCELONA,Barcelona,"CR BUÏGAS, 19",8017,932545800.0,932801455.0,162.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.3938163,2.130591235346064
80364,HOSPITAL UNIVERSITARI SAGRAT COR,CATALUÑA,BARCELONA,Barcelona,"CR VILADOMAT, 288",8029,933221111.0,934948969.0,367.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,,SI,,
80351,HESTIA PALAU.,CATALUÑA,BARCELONA,Barcelona,"CR SANT ANTONI MARIA CLARET ,, 135",8025,934501819.0,934358505.0,317.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
80348,FUNDACIÓ PUIGVERT - IUNA,CATALUÑA,BARCELONA,Barcelona,"CR CARTAGENA ., 340",8025,934169700.0,934169730.0,124.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,OTROS MONOGRÁFICOS,,,NO,41.41291015,2.172711151495132
80327,HOSPITAL DE NENS DE BARCELONA,CATALUÑA,BARCELONA,Barcelona,"CR CONSELL  DE  CENT, 437",8009,932310512.0,932655017.0,18.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,INFANTIL,,NO,NO,41.3970879,2.1733003
80312,NOU HOSPITAL EVANGÈLIC,CATALUÑA,BARCELONA,Barcelona,"CR CAMÈLIES, 15",8024,932859955.0,932194026.0,116.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
80291,HOSPITAL DE LA SANTA CREU I SANT PAU,CATALUÑA,BARCELONA,Barcelona,"CR SANT QUINTÍ, 89",8041,935537160.0,932919427.0,644.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI,41.413976399999996,2.1755471851785164
80044,"HOSPITAL CLÍNIC DE BARCELONA, SEU SABINO DE ARANA",CATALUÑA,BARCELONA,Barcelona,"CR SABINO DE ARANA, 1",8028,932275600.0,932275605.0,130.0,DIPUTACIÓN O CABILDO,OTROS PÚBLICOS,MATERNO-INFANTIL,,,NO,,
80641,CLÍNICA PLANAS,CATALUÑA,BARCELONA,Barcelona,"CR PERE II DE MONTCADA, 16",8034,932032812.0,932057018.0,26.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,QUIRÚRGICO,,NO,NO,41.399796800000004,2.1155960820746547
80575,CLÍNICA COROLEU - SSR HESTIA.,CATALUÑA,BARCELONA,Barcelona,"CR COROLEU, 50",8030,931165500.0,933112005.0,74.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
80556,"SERVEIS CLÍNICS, S.A.",CATALUÑA,BARCELONA,Barcelona,"CR GARCIA MARIÑO, 4",8022,934174602.0,934189172.0,50.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
80538,CENTRE D'OFTALMOLOGIA BARRAQUER,CATALUÑA,BARCELONA,Barcelona,"CR MUNTANER, 314",8021,932095311.0,932002469.0,70.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OFTÁLMICO U ORL,,NO,NO,,
80497,CENTRE HOSPITALARI POLICLÍNICA BARCELONA,CATALUÑA,BARCELONA,Barcelona,"CR GUILLEM TELL, 4",8006,934161616.0,932184448.0,28.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
80484,HOSPITAL  DE  BARCELONA,CATALUÑA,BARCELONA,Barcelona,"AV DIAGONAL ., 660",8034,932542400.0,932542402.0,350.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.389908399999996,2.1297145497467387
80478,"CENTRO MÉDICO TEKNON,  GRUPO QUIRONSALUD",CATALUÑA,BARCELONA,Barcelona,"CR VILANA, 12",8022,932906242.0,932112690.0,285.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
80446,HOSPITAL UNIVERSITARI QUIRÓN DEXEUS,CATALUÑA,BARCELONA,Barcelona,"CR SABINO DE  ARANA, 5-19",8028,932274747.0,932111654.0,170.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.38482485,2.1257692963662347
81830,CENTRE SOCIOSANITARI BLAUCLÍNIC DOLORS ALEU,CATALUÑA,BARCELONA,Barcelona,"CR MARQUÈS DE SANTA ANNA, 9",8023,934343216.0,,174.0,ENTIDADES PÚBLICAS,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81829,CENTRE FÒRUM,CATALUÑA,BARCELONA,Barcelona,"CR LLULL, 410",8019,932483000.0,,223.0,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81818,CENTRE RESIDENCIAL AMMA DIAGONAL,CATALUÑA,BARCELONA,Barcelona,"CR LLACUNA, 120-122",8018,933209630.0,,5.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81762,HESTIA GRÀCIA,CATALUÑA,BARCELONA,Barcelona,"CR SECRETARI COLOMA, 95",8024,934170400.0,932110065.0,153.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81751,CLÍNICA CREU BLANCA,CATALUÑA,BARCELONA,Barcelona,"PS REINA  ELISENDA  DE  MONTCADA,, 17",8034,932522522.0,932042187.0,51.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.397948,2.1187401939937693
81740,SAR LA SALUT JOSEP SERVAT,CATALUÑA,BARCELONA,Barcelona,"CR ANTEQUERA,, 8-18",8024,932857512.0,,56.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81706,CENTRE COLLSEROLA MUTUAL,CATALUÑA,BARCELONA,Barcelona,"PS VALL D'HEBRON,, 159",8035,933613900.0,933613913.0,34.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81672,HOSPITAL  SANITAS CIMA,CATALUÑA,BARCELONA,Barcelona,"PS MANUEL GIRONA, 33",8034,935522700.0,935522749.0,83.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
81649,HOSPITAL SOCIOSANITARI PERE VIRGILI,CATALUÑA,BARCELONA,Barcelona,"AV VALLCARCA, 169-205",8023,932594000.0,932594005.0,366.0,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
82224,SARQUAVITAE BONANOVA,CATALUÑA,BARCELONA,Barcelona,"CR CALATRAVA, 83",8017,932534940.0,,28.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
82246,UNITAT TERAPÈUTICA-EDUCATIVA ACOMPANYA'M,CATALUÑA,BARCELONA,Barcelona,"CR JESÚS I MARIA, 18-20",8022,932532100.0,,30.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,NO,,
82134,ITA MARESME,CATALUÑA,BARCELONA,Barcelona,"CR AVENIR, 14",8006,933621258.0,933621259.0,56.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OTROS MONOGRÁFICOS,,NO,NO,41.54705145,2.3992675917026003
81964,UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD,CATALUÑA,BARCELONA,Barcelona,"AV JORDÀ, 8",8035,934275250.0,934271078.0,52.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,NO,,
81953,MAPFRE QUAVITAE BARCELONA,CATALUÑA,BARCELONA,Barcelona,"CR SANT ANTONI MARIA CLARET, 200",8025,934579400.0,,38.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81942,"LEPANT RESIDENCIAL QGG, SL",CATALUÑA,BARCELONA,Barcelona,"CR LEPANT, 401-403",8025,934507438.0,,10.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
82045,CENTRE SOCIOSANITARI STAUROS,CATALUÑA,BARCELONA,Barcelona,"PL KARL MARX, 1",8042,931171074.0,935157429.0,49.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
80155,CLÍNICA MC LONDRES,CATALUÑA,BARCELONA,Barcelona,"CR LONDRES, 28-38",8029,934577200.0,,22.0,MATEP,MATEP,GENERAL,,NO,NO,,
82099,AMMA HORTA,CATALUÑA,BARCELONA,Barcelona,"AV CAN  MARCET, 11",8035,934280092.0,934278466.0,5.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
82156,CLÍNICA SANT ANTONI,CATALUÑA,BARCELONA,Barcelona,"CR SANT ELOI, 6-8",8038,932974010.0,,224.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,41.355740749999995,2.1435188374673015
82145,CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES,CATALUÑA,BARCELONA,Barcelona,"AV BORBÓ, 18-30",8016,932438991.0,932438992.0,209.0,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
82189,CENTRE SOCIOSANITARI ISABEL ROIG,CATALUÑA,BARCELONA,Barcelona,"CR FERNANDO PESSOA, 47-51",8030,931780667.0,,251.0,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81874,CLÍNICA GALATEA,CATALUÑA,BARCELONA,Barcelona,"CR PALAFOLLS, 15-19",8017,932057267.0,,22.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,41.410765100000006,2.1136485643221556
80266,CLÍNICA  SOLARIUM,CATALUÑA,BARCELONA,Barcelona,"CR TICIÀ ., 21",8035,934172007.0,934177006.0,44.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,43.309503250000006,-3.0521145738607176
80253,HOSPITAL MARE DE DÉU DE LA MERCÈ,CATALUÑA,BARCELONA,Barcelona,"PS UNIVERSAL, 34",8042,934275250.0,934271078.0,113.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,NO,41.437874449999995,2.161609310582399
80235,CLÍNICA SAGRADA FAMÍLIA,CATALUÑA,BARCELONA,Barcelona,"CR TORRAS  I  PUJALT, 1",8022,932122300.0,932124050.0,150.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,41.40045255,2.134144004161134
80229,CLÍNICA NOSTRA SENYORA DEL REMEI,CATALUÑA,BARCELONA,Barcelona,"CR ESCORIAL, 148",8024,932850010.0,932191083.0,134.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,NO,NO,41.409650150000004,2.159804322506716
80214,HOSPITAL SANT RAFAEL,CATALUÑA,BARCELONA,Barcelona,"PS VALL D'HEBRON, 107",8035,932112508.0,934188448.0,213.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),GENERAL,,,NO,41.425792099999995,2.1406136856570956
80180,HOSPITAL EL PILAR,CATALUÑA,BARCELONA,Barcelona,"CR BALMES, 271",8006,932360500.0,,186.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
80174,HOSPITAL DOS DE MAIG,CATALUÑA,BARCELONA,Barcelona,"CR DOS DE MAIG, 301",8025,935072700.0,934369026.0,229.0,PRIVADO-BENÉFICO (CRUZ ROJA),OTROS PÚBLICOS,GENERAL,,,SI,41.4109133,2.1765803
80168,HOSPITAL EGARSAT SANT HONORAT,CATALUÑA,BARCELONA,Barcelona,"AV TIBIDABO, 20",8022,932127000.0,934186478.0,14.0,SEGURIDAD SOCIAL,MATEP,GENERAL,,NO,NO,,
80142,CLÍNICA MC COPÈRNIC,CATALUÑA,BARCELONA,Barcelona,"CR COPÈRNIC, 58",8006,934141992.0,932000694.0,60.0,MATEP,MATEP,GENERAL,,NO,NO,,
80116,HOSPITAL FREMAP BARCELONA,CATALUÑA,BARCELONA,Barcelona,"CR MADRAZO, 8",8006,934169100.0,934160214.0,62.0,MATEP,MATEP,GENERAL,,NO,NO,41.413976399999996,2.1755471851785164
80109,HOSPITAL CLÍNIC DE BARCELONA,CATALUÑA,BARCELONA,Barcelona,"CR VILLARROEL, 170",8036,932275400.0,932275454.0,844.0,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,SI,41.3880618,2.1506393
81931,CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON,CATALUÑA,BARCELONA,Barcelona,"PS VALL D'HEBRON, 135-141",8035,934280000.0,934284017.0,57.0,OTRO PRIVADO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81920,CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITÀRIA,CATALUÑA,BARCELONA,Barcelona,"CR VERNTALLAT, 11-19",8024,932184908.0,934151375.0,25.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
80060,HOSPITAL DE L'ESPERANÇA.,CATALUÑA,BARCELONA,Barcelona,"AV SANT JOSEP DE LA MUNTANYA, 12",8024,933674100.0,932190003.0,161.0,MUNICIPIO,OTROS PÚBLICOS,GENERAL,,,SI,41.410680150000005,2.1547100906261356
80057,HOSPITAL DEL MAR.,CATALUÑA,BARCELONA,Barcelona,"PS MARÍTIM DE LA BARCELONETA, 25",8003,932483000.0,932483254.0,470.0,MUNICIPIO,OTROS PÚBLICOS,GENERAL,,,SI,41.383587000000006,2.194025106793207
81593,PARC SANITARI SANT JOAN DE DÉU - NUMÀNCIA,CATALUÑA,BARCELONA,Barcelona,"CR NUMÀNCIA, 7-13",8029,933249600.0,933249603.0,159.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
81574,CLÍNICA LLÚRIA,CATALUÑA,BARCELONA,Barcelona,"PG MERCADER, 14",8008,934882142.0,934878894.0,40.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,42.2285092,1.7357084
81496,REGINA SAR,CATALUÑA,BARCELONA,Barcelona,"CR MARE DE DÉU DEL COLL, 22",8023,932848635.0,932846051.0,12.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81379,HOSPITAL SOCIOSANITARI MUTUAM GÜELL,CATALUÑA,BARCELONA,Barcelona,"CR MARE DE DÉU DE LA SALUT, 49",8024,932133400.0,932102320.0,167.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
480123,CLÍNICA GUIMON S.A.,PAÍS VASCO,VIZCAYA,Bilbao,"MANUEL ALLENDE, 24",48010,944215200.0,944431063.0,47.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
480025,HOSPITAL INTERMUTUAL DE EUSKADI,PAÍS VASCO,VIZCAYA,Bilbao,"FONTECHA Y SALAZAR, 6",48007,944132380.0,944466767.0,44.0,MATEP,MATEP,GENERAL,,NO,NO,,
480031,CLÍNICA ERCILLA MUTUALIA,PAÍS VASCO,VIZCAYA,Bilbao,"ERCILLA, 10",48009,944252500.0,944252534.0,23.0,MATEP,MATEP,TRAUMATOLOGÍA Y/O REHABILITACIÓN,,SI,NO,43.265014449999995,-2.9311921255067386
